,Time,Score
0,0.5,35406.0
1,0.5940001010894775,36758.0
2,0.7189998626708984,36693.0
3,0.8429999351501465,36620.0
4,1.0160000324249268,36644.0
5,1.1050000190734863,36635.0
6,1.2849998474121094,36604.0
7,1.3900001049041748,36610.0
8,1.5179998874664307,36600.0
9,1.6380000114440918,36607.0
10,1.8289999961853027,36602.0
11,1.9449999332427979,36602.0
12,2.0859999656677246,36597.0
13,2.2029998302459717,36601.0
14,2.376000165939331,36611.0
15,2.4839999675750732,36621.0
16,2.5779998302459717,36620.0
17,2.8340001106262207,36613.0
18,2.884999990463257,36598.0
19,3.1459999084472656,36587.0
20,3.2120001316070557,36584.0
21,3.2679998874664307,36585.0
22,3.561000108718872,36591.0
23,3.561999797821045,36590.0
24,3.8289999961853027,36586.0
25,4.0299999713897705,36587.0
26,4.150000095367432,36580.0
27,4.288000106811523,36587.0
28,4.353999853134155,36587.0
29,4.568000078201294,36582.0
30,4.6579999923706055,36587.0
31,4.7820000648498535,36583.0
32,5.043999910354614,36577.0
33,5.186000108718872,36578.0
34,5.204999923706055,36577.0
35,5.414999961853027,36577.0
36,5.516000032424927,36583.0
37,5.648999929428101,36590.0
38,5.891000032424927,36587.0
39,5.921000003814697,36589.0
40,6.078000068664551,36589.0
41,6.215000152587891,36586.0
42,6.519999980926514,36583.0
43,6.5,36581.0
44,6.703000068664551,36583.0
45,6.7190001010894775,36579.0
46,7.121999979019165,36571.0
47,7.044999837875366,36568.0
48,7.192000150680542,36569.0
49,7.408999919891357,36642.0
50,7.513000011444092,37051.0
51,7.789000034332275,37437.0
52,7.929999828338623,37811.0
53,8.189000129699707,38172.0
54,8.5239999294281,38520.0
55,8.611000061035156,38856.0
56,8.882999897003174,39178.0
57,9.013000011444092,39489.0
58,9.246999979019165,39793.0
59,9.351999998092651,40087.0
60,9.690000057220459,40367.0
61,9.835999965667725,40644.0
62,10.193999767303467,40903.0
63,10.240000009536743,41157.0
64,10.375,41404.0
65,10.307000160217285,41646.0
66,10.718999862670898,41882.0
67,11.085000038146973,42110.0
68,11.303999900817871,42223.0
69,11.361000061035156,42287.0
70,11.875999927520752,42355.0
71,11.818000078201294,42415.0
72,12.111000061035156,42476.0
73,12.310999870300293,42533.0
74,12.44700002670288,42592.0
75,12.510999917984009,42651.0
76,12.797999858856201,42707.0
77,12.938999891281128,42760.0
78,13.105999946594238,42812.0
79,13.384000062942505,42860.0
80,13.464999914169312,42908.0
81,13.645000219345093,42957.0
82,13.791999816894531,43003.0
83,14.016000032424927,43051.0
84,14.11300015449524,43095.0
85,14.414000034332275,43139.0
86,14.515000104904175,43184.0
87,14.614000082015991,43224.0
88,14.766999959945679,43264.0
89,15.032000064849854,43303.0
90,15.513999938964844,43341.0
91,15.335000038146973,43381.0
92,15.312999963760376,43418.0
93,15.751999855041504,43452.0
94,15.75,43490.0
95,16.22699999809265,43524.0
96,16.295000076293945,43558.0
97,16.500999927520752,43590.0
98,16.57800006866455,43623.0
99,16.84500002861023,43657.0
100,17.092999935150146,43689.0
101,17.116000175476074,43719.0
102,17.24399995803833,43750.0
103,17.532999992370605,43780.0
104,17.710999965667725,43819.0
105,17.539000034332275,43917.0
106,17.48300004005432,44011.0
107,17.780999898910522,44104.0
108,17.88100004196167,44196.0
109,18.052000045776367,44284.0
110,18.411999940872192,44371.0
111,18.733999967575073,44457.0
112,18.828999996185303,44544.0
113,18.82800006866455,44626.0
114,19.0939998626709,44708.0
115,19.30900001525879,44788.0
116,19.378000020980835,44868.0
117,19.5939998626709,44946.0
118,19.66600012779236,45021.0
119,19.919999837875366,45096.0
120,20.16600012779236,45168.0
121,20.256999969482422,45239.0
122,20.407999992370605,45313.0
123,20.694000005722046,45383.0
124,21.20800018310547,45453.0
125,21.104999780654907,45521.0
126,21.203999996185303,45587.0
127,21.594000101089478,45655.0
128,21.594000101089478,45721.0
129,21.876999855041504,45786.0
130,21.950999975204468,45846.0
131,22.42199993133545,45907.0
132,22.40500020980835,45969.0
133,22.673999786376953,46028.0
134,22.7810001373291,46087.0
135,22.953999996185303,46146.0
136,23.069000005722046,46202.0
137,23.223999977111816,46259.0
138,23.546000003814697,46316.0
139,23.70300006866455,46371.0
140,23.899999856948853,46426.0
141,24.134000062942505,46491.0
142,24.140000104904175,46558.0
143,24.376999855041504,46624.0
144,24.7020001411438,46690.0
145,24.82800006866455,46754.0
146,25.04699993133545,46819.0
147,25.328999996185303,46882.0
148,25.710000038146973,46943.0
149,26.24399995803833,47005.0
150,26.942000150680542,47066.0
151,27.167999982833862,47126.0
152,27.966000080108643,47184.0
153,28.003999948501587,47242.0
154,28.331000089645386,47297.0
155,28.52999997138977,47320.0
156,28.73300004005432,47342.0
157,29.01699995994568,47364.0
158,29.296000003814697,47386.0
159,29.174000024795532,47407.0
160,28.80299997329712,47429.0
161,28.509999990463257,47450.0
162,28.775999784469604,47471.0
163,29.075000047683716,47491.0
164,29.00600004196167,47511.0
165,29.188999891281128,47530.0
166,29.45300006866455,47550.0
167,29.756999969482422,47571.0
168,29.91700005531311,47606.0
169,30.37399983406067,47641.0
170,30.25,47675.0
171,30.424000024795532,47709.0
172,30.5770001411438,47743.0
173,30.852999925613403,47775.0
174,31.079999923706055,47808.0
175,30.966000080108643,47840.0
176,31.248000144958496,47873.0
177,31.47599983215332,47905.0
178,31.508000135421753,47937.0
179,31.914999961853027,47968.0
180,32.27999997138977,47998.0
181,32.3289999961853,48035.0
182,32.93899989128113,48085.0
183,32.812000036239624,48136.0
184,33.125,48186.0
185,33.0789999961853,48235.0
186,33.4210000038147,48284.0
187,33.57200002670288,48332.0
188,33.93499994277954,48380.0
189,33.931999921798706,48427.0
190,34.03600001335144,48453.0
191,34.24500012397766,48478.0
192,34.4539999961853,48502.0
193,34.625,48525.0
194,34.687000036239624,48548.0
195,35.04699993133545,48572.0
196,35.40700006484985,48595.0
197,35.5789999961853,48618.0
198,35.52300000190735,48641.0
199,35.74199986457825,48663.0
200,35.95300006866455,48686.0
201,36.52999997138977,48708.0
202,36.312999963760376,48731.0
203,36.462000131607056,48752.0
204,36.49399995803833,48774.0
205,36.80400013923645,48796.0
206,37.555999994277954,48817.0
207,38.562000036239624,48835.0
208,39.30399990081787,48854.0
209,39.2279999256134,48871.0
210,39.25200009346008,48889.0
211,39.34299993515015,48907.0
212,39.42400002479553,48925.0
213,39.27999997138977,48943.0
214,38.84500002861023,48961.0
215,38.764999866485596,48978.0
216,38.97000002861023,48995.0
217,39.062999963760376,49012.0
218,39.76800012588501,49028.0
219,39.513999938964844,49045.0
220,39.611000061035156,49070.0
221,40.03999996185303,49096.0
222,40.037999868392944,49122.0
223,40.51100015640259,49148.0
224,40.23299980163574,49174.0
225,40.59500002861023,49200.0
226,40.8510000705719,49225.0
227,42.305999994277954,49250.0
228,42.8199999332428,49275.0
229,43.07000017166138,49299.0
230,43.48100018501282,49323.0
231,43.253000020980835,49346.0
232,43.496999979019165,49370.0
233,43.90399980545044,49394.0
234,44.116000175476074,49416.0
235,44.46199989318848,49452.0
236,44.77300000190735,49491.0
237,44.924999952316284,49531.0
238,45.055999994277954,49569.0
239,45.19000005722046,49607.0
240,43.92199993133545,49646.0
241,44.1029999256134,49684.0
242,44.24399995803833,49721.0
243,44.47000002861023,49759.0
244,44.831000089645386,49795.0
245,44.9229998588562,49795.0
246,45.105000019073486,49738.0
247,44.99900007247925,49682.0
248,45.04699993133545,49625.0
249,46.67999982833862,49569.0
250,47.06500005722046,49514.0
251,47.859999895095825,49459.0
252,47.63499999046326,49405.0
253,47.33500003814697,49351.0
254,47.45900011062622,49297.0
